,X,ID,age,age_rounded,category,subCategory,Difference,income,degree
2033,2033,170,9,9.369863014,Knowledge,Knowledge_poems,4,Prefer not to say,Bachelor's degree
2034,2034,170,9,9.369863014,Knowledge,Knowledge_trivia,5,Prefer not to say,Bachelor's degree
2035,2035,170,9,9.369863014,Novelty,Novelty_animals,5,Prefer not to say,Bachelor's degree
2036,2036,170,9,9.369863014,Novelty,Novelty_objects,2,Prefer not to say,Bachelor's degree
2037,2037,170,9,9.369863014,Novelty,Novelty_repetitions,3,Prefer not to say,Bachelor's degree
2038,2038,170,9,9.369863014,Uncertainty reduction,Uncertainty_cards,1,Prefer not to say,Bachelor's degree
2039,2039,170,9,9.369863014,Uncertainty reduction,Uncertainty_die,6,Prefer not to say,Bachelor's degree
2040,2040,170,9,9.369863014,Uncertainty reduction,Uncertainty_pixels,6,Prefer not to say,Bachelor's degree
2041,2041,171,9,9.369863014,Agency,Agency_butterflies,2,Prefer not to say,Bachelor's degree
2042,2042,171,9,9.369863014,Agency,Agency_doors,3,Prefer not to say,Bachelor's degree
2043,2043,171,9,9.369863014,Agency,Agency_envelopes,-3,Prefer not to say,Bachelor's degree
2044,2044,171,9,9.369863014,Knowledge,Knowledge_pics,-2,Prefer not to say,Bachelor's degree
2045,2045,171,9,9.369863014,Knowledge,Knowledge_poems,-3,Prefer not to say,Bachelor's degree
2046,2046,171,9,9.369863014,Knowledge,Knowledge_trivia,5,Prefer not to say,Bachelor's degree
2047,2047,171,9,9.369863014,Novelty,Novelty_animals,4,Prefer not to say,Bachelor's degree
2048,2048,171,9,9.369863014,Novelty,Novelty_objects,2,Prefer not to say,Bachelor's degree
2049,2049,171,9,9.369863014,Novelty,Novelty_repetitions,5,Prefer not to say,Bachelor's degree
2050,2050,171,9,9.369863014,Uncertainty reduction,Uncertainty_cards,2,Prefer not to say,Bachelor's degree
2051,2051,171,9,9.369863014,Uncertainty reduction,Uncertainty_die,6,Prefer not to say,Bachelor's degree
2052,2052,171,9,9.369863014,Uncertainty reduction,Uncertainty_pixels,4,Prefer not to say,Bachelor's degree
2053,2053,172,7,7.232876712,Agency,Agency_butterflies,1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2054,2054,172,7,7.232876712,Agency,Agency_doors,4,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2055,2055,172,7,7.232876712,Agency,Agency_envelopes,4,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2056,2056,172,7,7.232876712,Knowledge,Knowledge_pics,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2057,2057,172,7,7.232876712,Knowledge,Knowledge_poems,-4,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2058,2058,172,7,7.232876712,Knowledge,Knowledge_trivia,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2059,2059,172,7,7.232876712,Novelty,Novelty_animals,-1,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2060,2060,172,7,7.232876712,Novelty,Novelty_objects,-2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2061,2061,172,7,7.232876712,Novelty,Novelty_repetitions,6,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2062,2062,172,7,7.232876712,Uncertainty reduction,Uncertainty_cards,4,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2063,2063,172,7,7.232876712,Uncertainty reduction,Uncertainty_die,3,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2064,2064,172,7,7.232876712,Uncertainty reduction,Uncertainty_pixels,-2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2065,2065,173,10,10.93150685,Agency,Agency_butterflies,0,more than $5000,Master's degree
2066,2066,173,10,10.93150685,Agency,Agency_doors,1,more than $5000,Master's degree
2067,2067,173,10,10.93150685,Agency,Agency_envelopes,1,more than $5000,Master's degree
2068,2068,173,10,10.93150685,Knowledge,Knowledge_pics,-1,more than $5000,Master's degree
2069,2069,173,10,10.93150685,Knowledge,Knowledge_poems,-2,more than $5000,Master's degree
2070,2070,173,10,10.93150685,Knowledge,Knowledge_trivia,-1,more than $5000,Master's degree
2071,2071,173,10,10.93150685,Novelty,Novelty_animals,2,more than $5000,Master's degree
2072,2072,173,10,10.93150685,Novelty,Novelty_objects,0,more than $5000,Master's degree
2073,2073,173,10,10.93150685,Novelty,Novelty_repetitions,-1,more than $5000,Master's degree
2074,2074,173,10,10.93150685,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Master's degree
2075,2075,173,10,10.93150685,Uncertainty reduction,Uncertainty_die,0,more than $5000,Master's degree
2076,2076,173,10,10.93150685,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Master's degree
2077,2077,174,11,11.34246575,Agency,Agency_butterflies,0,between $3000 and $5000,Master's degree
2078,2078,174,11,11.34246575,Agency,Agency_doors,1,between $3000 and $5000,Master's degree
2079,2079,174,11,11.34246575,Agency,Agency_envelopes,-1,between $3000 and $5000,Master's degree
2080,2080,174,11,11.34246575,Knowledge,Knowledge_pics,1,between $3000 and $5000,Master's degree
2081,2081,174,11,11.34246575,Knowledge,Knowledge_poems,0,between $3000 and $5000,Master's degree
2082,2082,174,11,11.34246575,Knowledge,Knowledge_trivia,1,between $3000 and $5000,Master's degree
2083,2083,174,11,11.34246575,Novelty,Novelty_animals,1,between $3000 and $5000,Master's degree
2084,2084,174,11,11.34246575,Novelty,Novelty_objects,2,between $3000 and $5000,Master's degree
2085,2085,174,11,11.34246575,Novelty,Novelty_repetitions,1,between $3000 and $5000,Master's degree
2086,2086,174,11,11.34246575,Uncertainty reduction,Uncertainty_cards,2,between $3000 and $5000,Master's degree
2087,2087,174,11,11.34246575,Uncertainty reduction,Uncertainty_die,1,between $3000 and $5000,Master's degree
2088,2088,174,11,11.34246575,Uncertainty reduction,Uncertainty_pixels,1,between $3000 and $5000,Master's degree
2089,2089,175,7,7.232876712,Agency,Agency_butterflies,2,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2090,2090,175,7,7.232876712,Agency,Agency_doors,2,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2091,2091,175,7,7.232876712,Agency,Agency_envelopes,2,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2092,2092,175,7,7.232876712,Knowledge,Knowledge_pics,2,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2093,2093,175,7,7.232876712,Knowledge,Knowledge_poems,5,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2094,2094,175,7,7.232876712,Knowledge,Knowledge_trivia,5,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2095,2095,175,7,7.232876712,Novelty,Novelty_animals,0,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2096,2096,175,7,7.232876712,Novelty,Novelty_objects,5,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2097,2097,175,7,7.232876712,Novelty,Novelty_repetitions,1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2098,2098,175,7,7.232876712,Uncertainty reduction,Uncertainty_cards,0,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2099,2099,175,7,7.232876712,Uncertainty reduction,Uncertainty_die,4,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2100,2100,175,7,7.232876712,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,"Doctorate degree (e.g., PhD, EdD)"
2101,2101,176,11,11.67123288,Agency,Agency_butterflies,-1,more than $5000,Bachelor's degree
2102,2102,176,11,11.67123288,Agency,Agency_doors,1,more than $5000,Bachelor's degree
2103,2103,176,11,11.67123288,Agency,Agency_envelopes,0,more than $5000,Bachelor's degree
2104,2104,176,11,11.67123288,Knowledge,Knowledge_pics,1,more than $5000,Bachelor's degree
2105,2105,176,11,11.67123288,Knowledge,Knowledge_poems,1,more than $5000,Bachelor's degree
2106,2106,176,11,11.67123288,Knowledge,Knowledge_trivia,4,more than $5000,Bachelor's degree
2107,2107,176,11,11.67123288,Novelty,Novelty_animals,2,more than $5000,Bachelor's degree
2108,2108,176,11,11.67123288,Novelty,Novelty_objects,4,more than $5000,Bachelor's degree
2109,2109,176,11,11.67123288,Novelty,Novelty_repetitions,1,more than $5000,Bachelor's degree
2110,2110,176,11,11.67123288,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Bachelor's degree
2111,2111,176,11,11.67123288,Uncertainty reduction,Uncertainty_die,3,more than $5000,Bachelor's degree
2112,2112,176,11,11.67123288,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,Bachelor's degree
2113,2113,177,8,8.054794521,Agency,Agency_butterflies,-2,between $1500 and $2000,Bachelor's degree
2114,2114,177,8,8.054794521,Agency,Agency_doors,0,between $1500 and $2000,Bachelor's degree
2115,2115,177,8,8.054794521,Agency,Agency_envelopes,-2,between $1500 and $2000,Bachelor's degree
2116,2116,177,8,8.054794521,Knowledge,Knowledge_pics,0,between $1500 and $2000,Bachelor's degree
2117,2117,177,8,8.054794521,Knowledge,Knowledge_poems,1,between $1500 and $2000,Bachelor's degree
2118,2118,177,8,8.054794521,Knowledge,Knowledge_trivia,0,between $1500 and $2000,Bachelor's degree
2119,2119,177,8,8.054794521,Novelty,Novelty_animals,1,between $1500 and $2000,Bachelor's degree
2120,2120,177,8,8.054794521,Novelty,Novelty_objects,0,between $1500 and $2000,Bachelor's degree
2121,2121,177,8,8.054794521,Novelty,Novelty_repetitions,5,between $1500 and $2000,Bachelor's degree
2122,2122,177,8,8.054794521,Uncertainty reduction,Uncertainty_cards,4,between $1500 and $2000,Bachelor's degree
2123,2123,177,8,8.054794521,Uncertainty reduction,Uncertainty_die,3,between $1500 and $2000,Bachelor's degree
2124,2124,177,8,8.054794521,Uncertainty reduction,Uncertainty_pixels,3,between $1500 and $2000,Bachelor's degree
2125,2125,178,6,6.328767123,Agency,Agency_butterflies,1,between $2000 and $3000,Master's degree
2126,2126,178,6,6.328767123,Agency,Agency_doors,0,between $2000 and $3000,Master's degree
2127,2127,178,6,6.328767123,Agency,Agency_envelopes,-2,between $2000 and $3000,Master's degree
2128,2128,178,6,6.328767123,Knowledge,Knowledge_pics,-2,between $2000 and $3000,Master's degree
2129,2129,178,6,6.328767123,Knowledge,Knowledge_poems,0,between $2000 and $3000,Master's degree
2130,2130,178,6,6.328767123,Knowledge,Knowledge_trivia,1,between $2000 and $3000,Master's degree
2131,2131,178,6,6.328767123,Novelty,Novelty_animals,1,between $2000 and $3000,Master's degree
2132,2132,178,6,6.328767123,Novelty,Novelty_objects,4,between $2000 and $3000,Master's degree
2133,2133,178,6,6.328767123,Novelty,Novelty_repetitions,1,between $2000 and $3000,Master's degree
2134,2134,178,6,6.328767123,Uncertainty reduction,Uncertainty_cards,0,between $2000 and $3000,Master's degree
2135,2135,178,6,6.328767123,Uncertainty reduction,Uncertainty_die,0,between $2000 and $3000,Master's degree
2136,2136,178,6,6.328767123,Uncertainty reduction,Uncertainty_pixels,0,between $2000 and $3000,Master's degree
2137,2137,179,4,4.931506849,Agency,Agency_butterflies,0,between $3000 and $5000,Bachelor's degree
2138,2138,179,4,4.931506849,Agency,Agency_doors,3,between $3000 and $5000,Bachelor's degree
2139,2139,179,4,4.931506849,Agency,Agency_envelopes,5,between $3000 and $5000,Bachelor's degree
2140,2140,179,4,4.931506849,Knowledge,Knowledge_pics,-3,between $3000 and $5000,Bachelor's degree
2141,2141,179,4,4.931506849,Knowledge,Knowledge_poems,0,between $3000 and $5000,Bachelor's degree
2142,2142,179,4,4.931506849,Knowledge,Knowledge_trivia,0,between $3000 and $5000,Bachelor's degree
2143,2143,179,4,4.931506849,Novelty,Novelty_animals,1,between $3000 and $5000,Bachelor's degree
2144,2144,179,4,4.931506849,Novelty,Novelty_objects,1,between $3000 and $5000,Bachelor's degree
2145,2145,179,4,4.931506849,Novelty,Novelty_repetitions,0,between $3000 and $5000,Bachelor's degree
2146,2146,179,4,4.931506849,Uncertainty reduction,Uncertainty_cards,2,between $3000 and $5000,Bachelor's degree
2147,2147,179,4,4.931506849,Uncertainty reduction,Uncertainty_die,0,between $3000 and $5000,Bachelor's degree
2148,2148,179,4,4.931506849,Uncertainty reduction,Uncertainty_pixels,0,between $3000 and $5000,Bachelor's degree
2149,2149,180,8,8.219178082,Agency,Agency_butterflies,0,more than $5000,Master's degree
2150,2150,180,8,8.219178082,Agency,Agency_doors,-1,more than $5000,Master's degree
2151,2151,180,8,8.219178082,Agency,Agency_envelopes,1,more than $5000,Master's degree
2152,2152,180,8,8.219178082,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
2153,2153,180,8,8.219178082,Knowledge,Knowledge_poems,1,more than $5000,Master's degree
2154,2154,180,8,8.219178082,Knowledge,Knowledge_trivia,0,more than $5000,Master's degree
2155,2155,180,8,8.219178082,Novelty,Novelty_animals,3,more than $5000,Master's degree
2156,2156,180,8,8.219178082,Novelty,Novelty_objects,0,more than $5000,Master's degree
2157,2157,180,8,8.219178082,Novelty,Novelty_repetitions,0,more than $5000,Master's degree
2158,2158,180,8,8.219178082,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Master's degree
2159,2159,180,8,8.219178082,Uncertainty reduction,Uncertainty_die,4,more than $5000,Master's degree
2160,2160,180,8,8.219178082,Uncertainty reduction,Uncertainty_pixels,3,more than $5000,Master's degree
2161,2161,181,7,7.726027397,Agency,Agency_butterflies,0,between $3000 and $5000,Master's degree
2162,2162,181,7,7.726027397,Agency,Agency_doors,3,between $3000 and $5000,Master's degree
2163,2163,181,7,7.726027397,Agency,Agency_envelopes,2,between $3000 and $5000,Master's degree
2164,2164,181,7,7.726027397,Knowledge,Knowledge_pics,0,between $3000 and $5000,Master's degree
2165,2165,181,7,7.726027397,Knowledge,Knowledge_poems,-2,between $3000 and $5000,Master's degree
2166,2166,181,7,7.726027397,Knowledge,Knowledge_trivia,-1,between $3000 and $5000,Master's degree
2167,2167,181,7,7.726027397,Novelty,Novelty_animals,2,between $3000 and $5000,Master's degree
2168,2168,181,7,7.726027397,Novelty,Novelty_objects,3,between $3000 and $5000,Master's degree
2169,2169,181,7,7.726027397,Novelty,Novelty_repetitions,3,between $3000 and $5000,Master's degree
2170,2170,181,7,7.726027397,Uncertainty reduction,Uncertainty_cards,0,between $3000 and $5000,Master's degree
2171,2171,181,7,7.726027397,Uncertainty reduction,Uncertainty_die,-1,between $3000 and $5000,Master's degree
2172,2172,181,7,7.726027397,Uncertainty reduction,Uncertainty_pixels,1,between $3000 and $5000,Master's degree
2173,2173,182,7,7.643835616,Agency,Agency_butterflies,6,between $500 and $1000,Bachelor's degree
2174,2174,182,7,7.643835616,Agency,Agency_doors,2,between $500 and $1000,Bachelor's degree
2175,2175,182,7,7.643835616,Agency,Agency_envelopes,-2,between $500 and $1000,Bachelor's degree
2176,2176,182,7,7.643835616,Knowledge,Knowledge_pics,-3,between $500 and $1000,Bachelor's degree
2177,2177,182,7,7.643835616,Knowledge,Knowledge_poems,-2,between $500 and $1000,Bachelor's degree
2178,2178,182,7,7.643835616,Knowledge,Knowledge_trivia,2,between $500 and $1000,Bachelor's degree
2179,2179,182,7,7.643835616,Novelty,Novelty_animals,1,between $500 and $1000,Bachelor's degree
2180,2180,182,7,7.643835616,Novelty,Novelty_objects,6,between $500 and $1000,Bachelor's degree
2181,2181,182,7,7.643835616,Novelty,Novelty_repetitions,6,between $500 and $1000,Bachelor's degree
2182,2182,182,7,7.643835616,Uncertainty reduction,Uncertainty_cards,3,between $500 and $1000,Bachelor's degree
2183,2183,182,7,7.643835616,Uncertainty reduction,Uncertainty_die,6,between $500 and $1000,Bachelor's degree
2184,2184,182,7,7.643835616,Uncertainty reduction,Uncertainty_pixels,1,between $500 and $1000,Bachelor's degree
2185,2185,183,11,11.50684932,Agency,Agency_butterflies,0,more than $5000,Master's degree
2186,2186,183,11,11.50684932,Agency,Agency_doors,0,more than $5000,Master's degree
2187,2187,183,11,11.50684932,Agency,Agency_envelopes,0,more than $5000,Master's degree
2188,2188,183,11,11.50684932,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
2189,2189,183,11,11.50684932,Knowledge,Knowledge_poems,2,more than $5000,Master's degree
2190,2190,183,11,11.50684932,Knowledge,Knowledge_trivia,2,more than $5000,Master's degree
2191,2191,183,11,11.50684932,Novelty,Novelty_animals,0,more than $5000,Master's degree
2192,2192,183,11,11.50684932,Novelty,Novelty_objects,1,more than $5000,Master's degree
2193,2193,183,11,11.50684932,Novelty,Novelty_repetitions,3,more than $5000,Master's degree
2194,2194,183,11,11.50684932,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Master's degree
2195,2195,183,11,11.50684932,Uncertainty reduction,Uncertainty_die,0,more than $5000,Master's degree
2196,2196,183,11,11.50684932,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Master's degree
2197,2197,184,10,10.10958904,Agency,Agency_butterflies,2,more than $5000,Master's degree
2198,2198,184,10,10.10958904,Agency,Agency_doors,2,more than $5000,Master's degree
2199,2199,184,10,10.10958904,Agency,Agency_envelopes,2,more than $5000,Master's degree
2200,2200,184,10,10.10958904,Knowledge,Knowledge_pics,0,more than $5000,Master's degree
2201,2201,184,10,10.10958904,Knowledge,Knowledge_poems,1,more than $5000,Master's degree
2202,2202,184,10,10.10958904,Knowledge,Knowledge_trivia,5,more than $5000,Master's degree
2203,2203,184,10,10.10958904,Novelty,Novelty_animals,1,more than $5000,Master's degree
2204,2204,184,10,10.10958904,Novelty,Novelty_objects,2,more than $5000,Master's degree
2205,2205,184,10,10.10958904,Novelty,Novelty_repetitions,4,more than $5000,Master's degree
2206,2206,184,10,10.10958904,Uncertainty reduction,Uncertainty_cards,1,more than $5000,Master's degree
2207,2207,184,10,10.10958904,Uncertainty reduction,Uncertainty_die,1,more than $5000,Master's degree
2208,2208,184,10,10.10958904,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Master's degree
2209,2209,185,8,8.301369863,Agency,Agency_butterflies,2,between $3000 and $5000,Master's degree
2210,2210,185,8,8.301369863,Agency,Agency_doors,1,between $3000 and $5000,Master's degree
2211,2211,185,8,8.301369863,Agency,Agency_envelopes,0,between $3000 and $5000,Master's degree
2212,2212,185,8,8.301369863,Knowledge,Knowledge_pics,0,between $3000 and $5000,Master's degree
2213,2213,185,8,8.301369863,Knowledge,Knowledge_poems,0,between $3000 and $5000,Master's degree
2214,2214,185,8,8.301369863,Knowledge,Knowledge_trivia,1,between $3000 and $5000,Master's degree
2215,2215,185,8,8.301369863,Novelty,Novelty_animals,4,between $3000 and $5000,Master's degree
2216,2216,185,8,8.301369863,Novelty,Novelty_objects,0,between $3000 and $5000,Master's degree
2217,2217,185,8,8.301369863,Novelty,Novelty_repetitions,1,between $3000 and $5000,Master's degree
2218,2218,185,8,8.301369863,Uncertainty reduction,Uncertainty_cards,5,between $3000 and $5000,Master's degree
2219,2219,185,8,8.301369863,Uncertainty reduction,Uncertainty_die,-1,between $3000 and $5000,Master's degree
2220,2220,185,8,8.301369863,Uncertainty reduction,Uncertainty_pixels,2,between $3000 and $5000,Master's degree
2221,2221,186,7,7.232876712,Agency,Agency_butterflies,4,more than $5000,"Professional degree (e.g., MD, JD)"
2222,2222,186,7,7.232876712,Agency,Agency_doors,2,more than $5000,"Professional degree (e.g., MD, JD)"
2223,2223,186,7,7.232876712,Agency,Agency_envelopes,5,more than $5000,"Professional degree (e.g., MD, JD)"
2224,2224,186,7,7.232876712,Knowledge,Knowledge_pics,0,more than $5000,"Professional degree (e.g., MD, JD)"
2225,2225,186,7,7.232876712,Knowledge,Knowledge_poems,1,more than $5000,"Professional degree (e.g., MD, JD)"
2226,2226,186,7,7.232876712,Knowledge,Knowledge_trivia,5,more than $5000,"Professional degree (e.g., MD, JD)"
2227,2227,186,7,7.232876712,Novelty,Novelty_animals,0,more than $5000,"Professional degree (e.g., MD, JD)"
2228,2228,186,7,7.232876712,Novelty,Novelty_objects,4,more than $5000,"Professional degree (e.g., MD, JD)"
2229,2229,186,7,7.232876712,Novelty,Novelty_repetitions,4,more than $5000,"Professional degree (e.g., MD, JD)"
2230,2230,186,7,7.232876712,Uncertainty reduction,Uncertainty_cards,3,more than $5000,"Professional degree (e.g., MD, JD)"
2231,2231,186,7,7.232876712,Uncertainty reduction,Uncertainty_die,1,more than $5000,"Professional degree (e.g., MD, JD)"
2232,2232,186,7,7.232876712,Uncertainty reduction,Uncertainty_pixels,1,more than $5000,"Professional degree (e.g., MD, JD)"
2233,2233,187,8,8.876712329,Agency,Agency_butterflies,0,between $3000 and $5000,Master's degree
2234,2234,187,8,8.876712329,Agency,Agency_doors,0,between $3000 and $5000,Master's degree
2235,2235,187,8,8.876712329,Agency,Agency_envelopes,0,between $3000 and $5000,Master's degree
2236,2236,187,8,8.876712329,Knowledge,Knowledge_pics,0,between $3000 and $5000,Master's degree
2237,2237,187,8,8.876712329,Knowledge,Knowledge_poems,0,between $3000 and $5000,Master's degree
2238,2238,187,8,8.876712329,Knowledge,Knowledge_trivia,3,between $3000 and $5000,Master's degree
2239,2239,187,8,8.876712329,Novelty,Novelty_animals,0,between $3000 and $5000,Master's degree
2240,2240,187,8,8.876712329,Novelty,Novelty_objects,0,between $3000 and $5000,Master's degree
2241,2241,187,8,8.876712329,Novelty,Novelty_repetitions,0,between $3000 and $5000,Master's degree
2242,2242,187,8,8.876712329,Uncertainty reduction,Uncertainty_cards,0,between $3000 and $5000,Master's degree
2243,2243,187,8,8.876712329,Uncertainty reduction,Uncertainty_die,0,between $3000 and $5000,Master's degree
2244,2244,187,8,8.876712329,Uncertainty reduction,Uncertainty_pixels,0,between $3000 and $5000,Master's degree
2245,2245,188,10,10.52054795,Agency,Agency_butterflies,2,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2246,2246,188,10,10.52054795,Agency,Agency_doors,-2,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2247,2247,188,10,10.52054795,Agency,Agency_envelopes,2,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2248,2248,188,10,10.52054795,Knowledge,Knowledge_pics,3,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2249,2249,188,10,10.52054795,Knowledge,Knowledge_poems,0,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2250,2250,188,10,10.52054795,Knowledge,Knowledge_trivia,2,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2251,2251,188,10,10.52054795,Novelty,Novelty_animals,3,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2252,2252,188,10,10.52054795,Novelty,Novelty_objects,5,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2253,2253,188,10,10.52054795,Novelty,Novelty_repetitions,0,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2254,2254,188,10,10.52054795,Uncertainty reduction,Uncertainty_cards,-2,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2255,2255,188,10,10.52054795,Uncertainty reduction,Uncertainty_die,-3,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2256,2256,188,10,10.52054795,Uncertainty reduction,Uncertainty_pixels,-1,between $1500 and $2000,"High school graduate, diploma or the equivalent (e.g., GED)"
2257,2257,189,11,11.42465753,Agency,Agency_butterflies,-1,between $1000 and $1500,Master's degree
2258,2258,189,11,11.42465753,Agency,Agency_doors,0,between $1000 and $1500,Master's degree
2259,2259,189,11,11.42465753,Agency,Agency_envelopes,0,between $1000 and $1500,Master's degree
2260,2260,189,11,11.42465753,Knowledge,Knowledge_pics,-3,between $1000 and $1500,Master's degree
2261,2261,189,11,11.42465753,Knowledge,Knowledge_poems,1,between $1000 and $1500,Master's degree
2262,2262,189,11,11.42465753,Knowledge,Knowledge_trivia,-1,between $1000 and $1500,Master's degree
2263,2263,189,11,11.42465753,Novelty,Novelty_animals,1,between $1000 and $1500,Master's degree
2264,2264,189,11,11.42465753,Novelty,Novelty_objects,2,between $1000 and $1500,Master's degree
2265,2265,189,11,11.42465753,Novelty,Novelty_repetitions,1,between $1000 and $1500,Master's degree
2266,2266,189,11,11.42465753,Uncertainty reduction,Uncertainty_cards,1,between $1000 and $1500,Master's degree
2267,2267,189,11,11.42465753,Uncertainty reduction,Uncertainty_die,0,between $1000 and $1500,Master's degree
2268,2268,189,11,11.42465753,Uncertainty reduction,Uncertainty_pixels,4,between $1000 and $1500,Master's degree
2269,2269,190,4,4.849315068,Agency,Agency_butterflies,0,more than $5000,Bachelor's degree
2270,2270,190,4,4.849315068,Agency,Agency_doors,0,more than $5000,Bachelor's degree
2271,2271,190,4,4.849315068,Agency,Agency_envelopes,0,more than $5000,Bachelor's degree
2272,2272,190,4,4.849315068,Knowledge,Knowledge_pics,0,more than $5000,Bachelor's degree
2273,2273,190,4,4.849315068,Knowledge,Knowledge_poems,0,more than $5000,Bachelor's degree
2274,2274,190,4,4.849315068,Knowledge,Knowledge_trivia,0,more than $5000,Bachelor's degree
2275,2275,190,4,4.849315068,Novelty,Novelty_animals,0,more than $5000,Bachelor's degree
2276,2276,190,4,4.849315068,Novelty,Novelty_objects,0,more than $5000,Bachelor's degree
2277,2277,190,4,4.849315068,Novelty,Novelty_repetitions,0,more than $5000,Bachelor's degree
2278,2278,190,4,4.849315068,Uncertainty reduction,Uncertainty_cards,0,more than $5000,Bachelor's degree
2279,2279,190,4,4.849315068,Uncertainty reduction,Uncertainty_die,0,more than $5000,Bachelor's degree
2280,2280,190,4,4.849315068,Uncertainty reduction,Uncertainty_pixels,0,more than $5000,Bachelor's degree
2281,2281,191,12,11.91780822,Agency,Agency_butterflies,0,more than $5000,"Professional degree (e.g., MD, JD)"
2282,2282,191,12,11.91780822,Novelty,Novelty_objects,2,more than $5000,"Professional degree (e.g., MD, JD)"
2283,2283,191,12,11.91780822,Agency,Agency_doors,0,more than $5000,"Professional degree (e.g., MD, JD)"
2284,2284,191,12,11.91780822,Novelty,Novelty_repetitions,0,more than $5000,"Professional degree (e.g., MD, JD)"
2285,2285,191,12,11.91780822,Agency,Agency_envelopes,0,more than $5000,"Professional degree (e.g., MD, JD)"
2286,2286,191,12,11.91780822,Uncertainty reduction,Uncertainty_cards,0,more than $5000,"Professional degree (e.g., MD, JD)"
2287,2287,191,12,11.91780822,Knowledge,Knowledge_pics,0,more than $5000,"Professional degree (e.g., MD, JD)"
2288,2288,191,12,11.91780822,Uncertainty reduction,Uncertainty_die,0,more than $5000,"Professional degree (e.g., MD, JD)"
2289,2289,191,12,11.91780822,Knowledge,Knowledge_poems,-2,more than $5000,"Professional degree (e.g., MD, JD)"
2290,2290,191,12,11.91780822,Uncertainty reduction,Uncertainty_pixels,-1,more than $5000,"Professional degree (e.g., MD, JD)"
2291,2291,191,12,11.91780822,Knowledge,Knowledge_trivia,5,more than $5000,"Professional degree (e.g., MD, JD)"
2292,2292,191,12,11.91780822,Novelty,Novelty_animals,0,more than $5000,"Professional degree (e.g., MD, JD)"
2293,2293,191,12,11.91780822,Knowledge,Knowledge_trivia,5,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2294,2294,191,12,11.91780822,Novelty,Novelty_animals,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2295,2295,191,12,11.91780822,Agency,Agency_butterflies,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2296,2296,191,12,11.91780822,Novelty,Novelty_objects,2,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2297,2297,191,12,11.91780822,Agency,Agency_doors,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
2298,2298,191,12,11.91780822,Novelty,Novelty_repetitions,0,Prefer not to say,"Doctorate degree (e.g., PhD, EdD)"
